,0
Assassin's Creed II,"<![CDATA[In Assassin's Creed II, players will once again delve into the memory of Desmond Miles, AC1's main but not-so-main character. You will play as the genetic memory of Ezio Auditore Da Firenze, a noble from Florence during Italy's Renaissance period. Ezio is a much more likable character than Altair, he has personality, a decent background and a good sense of humor. I liked him from the beginning, unlike AC1 where my first thought of Altair was ""Man, this guy's a dick"", even after he redeemed himself.The first thing you will notice about Assassin's Creed II is the improved lighting and sharper textures. If you're new to the Assassin's Creed universe then my first instinct would be to point you to the latest Assassin's Creed game available and that would be Assassin's Creed II. However, Assassin's Creed II picks up just SECONDS after AC1 finishes so I would highly recommend you finishing AC1 before touching AC2.Playing a game set in the Renaissance period is a first for me and may be also for other players, however it worked very well and its always fun to laugh at their funny hats. Some players may half expect that the game to be little too steampunk after seeing the pistol and the flying machine on the trailers, I felt this way also, but my expectation was completely overthrown as the flying machine minigame happens only once (twice with DLC) and Ezio takes a few seconds to take aim with the pistol. Being able to only fire one shot at a time and the pistol being incredibly loud, makes this weapon a total last resort and is realistic in the sense that Ezio is the first person to use this prototype technology.The combat has been drastically improved. With several new types of weapons included in the game, many players will get enjoyment out of experimenting with the fighting system (I know I did) and the time space to counter attack has been increased. One of the new main features of this system is the ability to disarm an enemy and use their own weapon against them. I truly felt like a professional going into combat and not equipping any of my weapons, just using my bare hands to disarm guards and strike them down. Also proper counter attacking and normal striking with the hidden blades has been properly integrated into this system, unlike in AC1 where you could only counter attack with them. The blades are fast and powerful to most guards, however not as effective to some of the new guard types, Brutes in particular.Many players will also be happy at the ability to customise your character, being able to dye Ezio's clothing with different colour pallets depending on the city you're in creates much more immersion and realism, as a real Assassin would blend in with the crowd without standing out too much, which AC1 failed to do (I mean seriously, a Scholar with swords and knives covering him?). Being able upgrade your OWN TOWN with different shops and upgrading your Villa with different paintings creates a great task to be sidetracked in. Upgrading your town and Villa also generates income for you, which is one of the main ways to make money in the game, also some weapons can only be bought from the vendors in your town.There are collectables, but only one type, and they're spread throughout the five cities so there's no city-specific flags to worry about. These collectables are small and are spaced through the very large cities, a guide may be necessary to find them all. Another thing that most players will be very thankful for is the ability to swim, it makes escaping from tight situations much, much easier and it is fun great fun swan diving off the tallest tower in Venice and plummeting into the water.Aside from there being so much more stuff to do, this game doesn't come without its share of bugs and frustrations. Firstly, the free running has been improved a huge amount, making it faster and smoother, but it still suffers from the ""jumping-in-the-opposite-direction-when-I-wanted-to-go-that-way"" bug or directional mapping on the controller, whatever you want to call it, it gets f*cking annoying when doing races. I also suffered being clipped and stuck into a wall from guards throwing rocks at me while I was climbing, causing me to have to exit the game and reload. The lip syncing on the characters though is laughable, watching their inflated mouths move up and down is quite entertaining but can sometimes stop you from taking the game seriously.You will spend a small portion of the game playing as Desmond. However his gameplay instances are few and far between. Although you do get to utilise free running abilities as Desmond on an obstacle course in a hangar. The game has Desmond much more involved both as a more playable character and as a protagonist. Players should expect to see more of him in Assassin's Creed III.After finishing AC1 several times I can safely say that I thoroughly enjoyed it, even if it was extremely tedious and repetitive. Assassin's Creed II builds and improves on the story and gameplay of the original, even if it does retain some of the bugs, although they are less dramatic. I spent a solid week on this game, doing everything there is to do and there was never a moment where I felt any sort of boredom. In fact, I probably wouldn't have gone upstairs to eat if didn't know there was left over Christmas pudding. After finishing Assassin's Creed II, all I can say is that it is simply a better game. Ubisoft have done a brilliant job in making Assassin's Creed II much smoother and more enjoyable experience than its predecessor and improving the story and character development.]]>"
Assassin's Creed II,"<![CDATA[                   Assassin's Creed 2 is a large improvement to its  eponymous predecessor in that it removed the need to do a minimum of  side quests to continue to the main assassination missions and you can  now SWIM!!! The side missions are still there and collection of items  has expanded and instead of flags to collect there is feathers that have  significance to some characters in game. Other then that the in-game  mechanics are basically the same with the addition of more tools and  weapons e.g. the double hidden blades. I appreciate the vibrancy of  Renaissance Italy of Assassin's Creed 2 more then the Crusades era  Western Asian Syria of the previous game.                 The story and fiction of the Assassins vs. Templars  world has swelled from Assassin's Creed 1. The story starts off directly  where the last one left us with Desmond, a prisoner at Abstergo, an  pharmacy conglomerate which is a cover for their Templar roots, who just  got done with exploring the genetic memories of his ancestor Altair in  the Animus, a machine that allows the user to venture into the mind and  memories of their ancestors, and is now breaking out of the Abstergo lab  with the former Abstergo employee Lucy who you find out is actually  working with the Assassins. The reason for going into the Animus is to  find clues and information to the whereabouts of the Pieces of Eden  gathered from the memories of Desmond's assassin ancestors. The whole  Assassins against Templars dispute revolves around the powerful and  mysterious Pieces of Eden introduced at the end of the first game that  have the power to manipulate those under its control do whatever the  wielder desires. The Templars have been using them to control people and  to gain power and the Assassins want to stop them.                 The new avatar for Desmond and the player to run  around as is Ezio Auditore di Firenze from the noble Auditore family  from Florence. The back drop for the story is during the Pazzi rebellion  against the then banker-ruler Lorenzo de Medici from the powerful and  influential de Medici banking family of Florence. The game introduces  and uses the setting of warring city-states of Renaissance Italy well  while also introducing historical bits into their fictitious yarn. In  fact there are many in-game opportunities to learn and explore this  world so when you run into a historical building e.g. Santa Maria  Novella you can cue information on it that gives you more a feel for the  state of the time period which is quite fascinating.                  Ezio as a character is a lot better and more filled  out then the unemotional cipher that was Altair which is appreciated if  you want to get into the story at all. His character arch is a story of  revenge and conspiracy. The other characters you meet while in Italy are  pretty interesting including Uncle Mario, an Italian mercenary, who  says an unexpectedly hilarious line during his introduction and Theodora  a nun turned pimp. Also you are introduced to a soon to be friend  Leonardo da Vinci who helps you throughout your journey. The only  characters I dreaded and luckily did not have to interact with that much  is the annoying British character Shaun and the tom boy tech girl who  are both on Assassin's side and are both annoying and bland characters.  The villains are interesting, mainly circulating around the political  leaders at the time, that include the eccentric Pazzi family and the  backstabbing Barbarigo family of Venice each with their own bag of  crazy. Also the guards of each city that you encounter can be a big o'  bag of fun as well. As such with open world games the animations of  characters are prone to turn erratic and crazy which was the case with  one guard in Venice I encountered. I was trying to get the No-Hitter  achievement and so I was fighting this big group of guards and after I  killed one he must have bumped into another guard or something because  his rag doll physics continued to shoot him up in the air significantly  high to land across the town square. The graphics and art style of the  characters and cities are the same as the first game with a little fine  tuning but the world that is produced is a beautiful one that you will  have fun exploring in.                 New weapons are introduced to provide more ways to  dole out your assassination prowess to unsuspecting guards. The double  hidden blades with poison for instance allow you to do double air  assassinations until your heart is content and the poison brings an  interesting mechanic in which you can quietly poison a guard and watch  him flip out waving his arms and sword erratically through the air and  attack his fellow guards and passersby. The only problem is that the  mechanics can be rather finicky at times. The camera while running on  the roof tops of the cities can be a pain because if you move it in the  wrong direction you may end up jumping off the building to your death.  Really though this is to be expected from what game has to contend with,  a character doing crazy parkore moves, running every which way, across  and off roof tops but still it can get frustrating. Also an adjustment  is the addition of the notoriety system that shows how much the guards  are suspicious of Ezio based on your actions in the game.                One of the more interesting parts of the game is  exploring the background of the Assassin-Templar conflict by finding  special glyphs around the cities that has you go through a series of  puzzles to unlock cinematics that become cohesive once you found them  all which also tells reveals more about the Pieces of Eden how and why  the Templars use them and how the Assassins stop them like implying that  Nikolai Tesla was an Assassin and Thomas Edison was a Templar which is  pretty cool. Also you can collect codex pages in each city that  elucidates the goings on of Altair after the first Assassin's Creed. The  other collectibles like the paintings from Renaissance Italian artists  like Leonardo and Giotto and Petruccio feathers are used as improvements  for your family villa in Monteriggioni that Uncle Mario lets you use as  home base for your missions.               The improvement of your villa introduces the economy  mechanic of the game which introduces Art Merchants, Blacksmiths,  Clothiers and Doctors as shops to get weapons and medicine from. The Art  Merchants provide paintings from contemporary Italian artists to deck  out your villa and also treasure maps that show where the pointless  treasure chests are scattered throughout the cities. The reason they are  pointless is that they give you little incentive to look for them  besides giving you a little bit of money which if you renovate the villa  enough through your personal architect you will get all the money you  need so making the player search for the treasure chests pointless. As  you improve your villa it will go from a run down mess that you start  with to a vibrant and colorful town. The Blacksmiths provide you with  new weapons and a place to repair your armor which gets worn out and  damaged after prolonged wear. Also Blacksmiths and Doctors provide a  repository for medicine, poison and ammunition for your different  weapons. Clothiers provide item upgrades for the amount of items you can  carry and clothing dye that only has the cosmetic effect of changing  the color of your outfit.              There is also a ""faction"" system that allows you to  enlist the help of thieves, mercenaries, and prostitutes that are in  every city who help you blend in with the citizens to avoid the  attention of the guards or help to fight and distract them while you run  away. I use faction loosely because it is definitely not in the same  vain as Mercenaries in which you balance attitudes between them. They  also help you with your main assassination missions allowing you to move  incognito while you narrow the distance between you and your target.               The main missions are fun and pretty varied like saving  some helpful NPCs or going after targets in different locales holding  the same formula as the first game true. The revision of the primary  missions of the first game that seemed like side missions are now  optional and officially side missions where the reward upon completion  is money. The assassination contract side missions seemed to be too many  and too much of the same thing with the only difference is if the  mission is timed or not. Other then that the races and beat 'em up  missions are still available. Also there is a new side mission in which  you explore the tombs of Ezio's ancestors which requires you to go  through a lot of jumping puzzles to collect their seal for a strong  outfit after you collect all six of them.  The only sad part is once you  do all the missions and grab the collectibles there is little to no  re-playability afterward so once you experience Assassin's Creed 2,  you're done.                All in all Assassin's Creed 2 is an improvement to the  previous installment while providing the same parkore, running on roof  tops and assassinating targets game play goodness from the first. It  improves on the combat by providing different weapons to use, a more  dynamic fight and counterattack system and more equipment to deal out  stealth kills with. I enjoyed the story more then the last one and the  crazy turn the game has towards the end will leave a ""what the fuck""  feeling. The art style is still easy on the eyes and the cities are  still fun to run around in. Also if you like history or Renaissance  Italy this game will be of interest with the background information on  the world you are exploring included which is cool and interesting to  read. Assassin's Creed 2 gives more of what I liked about Assassin's  Creed 1 while improving on its faults.]]>"
Assassin's Creed II,"<![CDATA[ Now ive played none in the series until now but after playing the sequel i now am not only getting the first one but its now arguably my favorite sandbox game, and one of my favorite series.Italians have a great culture, Italy being the home of two great happenings in history that shaped and invented the western world, The Roman Empire & The Renaissance, and i thank this developer for involving Italians in a video game and not focusing on some mafia BS or some common stereotype thats associated in every Italian-American video game or film. Extreme gratitude to this developer for showing Italians too can have a great history based game, not just the British, and thats another thing props for getting actual italian accents instead of being lazy and just using British accents like they do for most settings in Europe, indeed i notice the small things like this. The medeval age in games gets old, the beautiful colors and architecture of Italy is definately far more easier on the eyes than the rugged uninspired constant shade of grey stone (England) but enough of that. Mixing Science fiction and the past is nothing new i'm sure, weve all seen the dozens of sci fi flicks involving Cowboys vs Aliens, but Assassins Creed is in a leaque of its own. Its rare for a game to be both Original & Intelligent. Usualy in video games i care nothing about collecting such meaningless things as ""Codex"" & ""Gyphs"", these are but chores and annoyances in most games, but AC2 made me search for every single damn one, because its story, the entire synopsis & the lore is top knotch, the writers succeeded in making a game with a complex in depth back story of mystery, and they succeeded even further with tying it all together with historical characters and inventors of the past, the game succeeded in mixing mystery & sci fi where most fail cough Prototype cough. And also pioneered new technology in the sci fi video game genre (yes i'm well aware of genetic memory as a theory and in Sci fi themes before, but you name me another machine that does exactly what the Animus does), i'm counting the days till we see some ""Animus"" clone in another game. The gameplay is simple but it gets the job done, the parkour is amazingly done, much more in depth & fun to execute than in previous titles such as ""inFamous"" or ""Prototype"" games where parkour involve rapidly pressing the X button and a game that did it all for you. The sword play again is simple but it gets the job done you can't just go all ""Psycho sword wielding bastard FTW"" on everyone in some cases strategy is the way to go, that or climbing on a building pulling out the pistol and capping some mofo's. The characters are likable and voice acting is top knotch, did i mention that the game was beautiful? not just graphicaly but Ubi soft Montreal succeeded in the designing of Italy to such detail one cannot help but notice.The game is sure to please those who can appreciate those who love a history, mystery & sci fi filled action adventure, by all means Assassins creed II is a gem in a sea of mediocrity .  ]]>"
Assassin's Creed II,"<![CDATA[ To be up front and blunt I hated the first Assassin's Creed. I didn't  understand where all the hype was from. Yes the game was beautiful on a  strictly graphics plane but that didn't take away from all the other  pitfalls the plagued my experience with the original. So needless to say  when I was contemplating getting the second it was a big reach for me  to put myself out there after they had burned me last time. I am so  happy to say my fears were for not. Assassin's Creed 2 corrects every  issue that the original had in one way or another.    As far as a game play experience goes this game goes above and beyond expectations and blurs that ever discussed line between video gaming and the art industries. How can you not look at a game this miraculous and not see that it takes the same kind of dedication to create something this visually impressive as it does to create art on a canvas. The only difference is this is done with computers, and using the technology we have now to go beyond everything people can imagine in a video game. But I digress.  As far as the game goes with it's capabilities it does run into a few technical issues here or there but they are easily overlooked unless you feel the need to nitpick everything. Sometimes there will be a glitch or two but after some of the other games I've played doomed to hell by glitches and mediocre patches to fix them. This game is a shining light of hope on the horizon. Graphically the game is top notch I would rate the graphics found within Assassin's Creed to be superb.  As far as the difficulty goes I would really enjoy for the third installment if they actually gave you the option to change the settings of the game but all in all it will give you a decent challenge at some points but at others it will seem like you are indeed infallible, which you are a damn Master Assassin so go figure.  The User Interface in the game is top notch, very easily assessable and friendly to navigate within.  The controls for the game are tight and the mechanics of the game are very smooth operating. Making for a very fluid use of all of your skills and abilities, much quicker reaction times then it's predecessor as well.  Storyline in the game is better then the first, which that could be only an opinion but damn it to hell it's a right one. The storyline keeps you on your toes with a few interesting twists and turns and the little side quests you can do offer a nice break up in the experience so you can take a few moments doing a little task and admiring just how great the game is constructed.  As for the length of the journey you embark on? I guess that depends on the person. You'll get your money's worth out of a solid play through. Then again I did every single thing possible in the game and DLC content because the game was worth spending time doing tasks that weren't garnering any sort of report on my achievement score, and that is worth a damn lot to me at this point.  If you want a solid game and something you won't want to put down until you deliver the final fatal blow then pick this game up, and get ready for one hell of a ride.  InKtOiD]]>"
Assassin's Creed II,"<![CDATA[This what i wanted from the first game but that failed and just got boring fast. but with AC2 i had so much fun, the stealth is so much fun and the kills are great and like the first one things to get boring but they add some cool stuff through the story but i got to say i hate them racing missions they pissed me off.  The story is about this game is the best and the characters and i do like the added building stuff for your uncle mario and i do like how things go on and the towns are great and adding other assains is great near the ending a really good game but its not 100% right but its just a fun game.]]>"
Assassin's Creed II,"<![CDATA[Assassin's Creed II is a game that received a lot of attention during the past couple of months. It's been nominated for the Game of the Year 2009 award at several websites, and gotten all positive reviews. There's been some talk about a buggy PS3 release, but don't believe the hype, I played the PS3 version and didn't notice a thing wrong with it. ACII is a sequel to a game that was very innovating, groundbreaking, and even though the story of the first chapter was somewhat underdeveloped and boring; the gameplay made up for that in a very satisfying way. The sequel does not disappoint in any way, it's bigger, it's better, and even more spectacular than the first game.  First a couple of words about the story, which seems to be the biggest improvement. Players who walked the path of Altair in the first game were mostly disappointed with the ending that provided no closure, and very little to look forward to. The only thing that was obvious at the end of Assassin's Creed was that there is gonna be a sequel. The first game left me thinking “what, that it?”. Not in this one though. In ACII you continue with two parallel storylines, just like in the first game, but this time around it's far more interesting, intense, and addictive. In the “real world” you're still the bartender Desmond, but once you jump into the Animus the story takes you to 16 century Italy, where you become Ezio, whose character can be described as the ruff ryder of his time. Ezio is badass from the start, and he becomes even badder during the course of the game. When the character is first introduced he's a playa, son of a rich and influential Florentine family. He does a little of streetfighting, a little bit of sneaking into girls' bedrooms at night, you know, the regular grind. But then the larger part of his family gets killed and Ezio is out for blood, bound to kill every single motherfucker responsible for this crime, which leads him into a very intricate and widespread conspiracy. As a result he will visit Florence, Venice and Rome, all presented in stunning visual design. And he'll do a lot of killing too. Ok, enough spoilers.  I feel like this one thing has to be said, though. It seems that the creators of Assassin's Creed II are following the trend which begun with “The DaVinci Code” and other Dan Brown books. It's hard not to make that comparison because of how the story develops. I guess the hype isn't over and the world still craves conspiracy theories based on the Catholic Church, and its plots how to gain control over the world. In this respect Assassin's Creed II creates its own conspiracy universe, which is believable up to a certain point, but in my opinion, it resembles the horrible novels too much. Fortunately the ending of the game completely breaks off from this curse and just makes you shake in your seat waiting for ACIII. For now just focus on killing Christians (for me that's enough of a reason to play any game).  Essentially the gameplay mechanics have not changed since the first game. If you played the original Assassin's Creed you'll be able to jump right in, because the control scheme is exactly the same, as well as all the combat and movement mechanics. You'll still see an artistically brutal animation after performing a successful counterattack, and the new weapons make stabbing, throat-slitting and cutting even more fun.  The two major changes in gameplay make a lot of sense, and feel like something that a sequel should have, especially that the core is basically the same as in the original. The first new thing in Assassin's Creed II is the existence of money. And man, you'll need that money. It can be used for a variety of things, the most important of which are the upgrades you can buy for your stronghold (a village that you kinda own, the Assassin's HQ, if you will), and new weapons and armor. This time you won't just be given better weapons as you progress through the story, you're gonna have to buy your own stuff. Money can also be used to distract guards (throw some money on the ground and see people fighting for it like... *racist joke here*), hire courtesans (also to distract the guards, not for your own pleasure, sadly), thieves, and mercenaries.  The second change introduced in ACII is huge and alters the experience, makes the game less repetitive, and basically just moves you forward quicker. Remember how in the first game you had to gather intel on your assassination targets before you could actually kill them? It was always the same stuff, like eavesdropping or beating somebody up for conversation. It was boring. Fortunately, all this was completely removed from the game. Now you just go from point A to point B, just follow the exclamation mark on your map. Now the general mission structure goes like this: you find out who you have to kill, you prepare the diversion on gain access to the necessary building, and then proceed straight to the kill. It may not sound like much, but trust me, it's in every way better, more interesting and satisfying.  All that said, you don't need to be in a rush to do anything. The missions will patiently wait for you as you explore the open world and take on the side missions and activities, which are a good way of making money, even if they're not really anything new. What got me hooked on ACII is the exploration. Just running on rooftops and climbing church towers is fun enough to do nothing else, and the visual presentation is quite stunning. The artistic design team really did a wonderful job at recreating Florence and Venice, the cities look alive, and probably resemble the real historic places a lot.    You can say a lot about this game, but the bottom line still is that it's a game about stabbing dudes in the face. And now that you have two hidden blades you can stab two dudes at the same time. How cool is that?  I tried hard to find something bad to say about ACII, but just couldn't come up with anything. Finally after replaying the first half of the game, still the only bad thing I can say about it is that maybe it's a little too easy. If you don't fall from a great hight, or do something really stupid, it's almost impossible to die. Seriously, the game is a little too easy. But in the overall picture, it really doesn't matter because the execution of the whole is so perfect.]]>"
Assassin's Creed II,<![CDATA[Very good game keeps you entertained for ever and earns you tonnes og achievments ( 715 g)  ! not many sequels of games are better than the 1st game but assasins creed 2 is a lot better than assasins creed 1 and Brotherhood looks imense aswell ! if you complete assasins creed ( escape the hideout ) you get an amazing 100 g which adds on to your score easily ]]>
Assassin's Creed II,"<![CDATA[ Might I borrow this SirI picked up assassin's Creed when it first came out. I thought "" Wow here is a game that looks like it could be fun."" Oh how wrong I was *facepalm* Assassin's creed was a constant repetitive task list. Follow this guy Pick Pocket that guy. Jump that other guy. I Didn't pick up Assassin's Creed II because i didn't want to waste my money on another repetitive task manager. Oh how wrong i was AGAIN *facepalm* When i picked up Assassin's Creed II and threw it in the good ol' 360 i was amazed. The Ubisoft team did away with all the repetitive tasks and actually made the game intresting. With a worthwhile story, and some intresting gameplay mechanics it was alluring. i like that they moved from the emotionless  Altaïr, to this young brash italian kid named Ezio Auditore. It gave some life to the game. It makes you simpithize with the charector. Over all an intresting story coupled with great gameplay mechanics results in an intresting and addictive title. It makes You crave the next game in the seriese and sware never to go back to the old ways of assassinating templars]]>"
Assassin's Creed II,"<![CDATA[  I gotta say, I'm ridiculously impressed at this  franchise's sophomore offering. Quite possibly the largest leap forward  from sequel I've seen.+'sThe combat system is fun and versatile.  The combat is rhythmic with attacks, parries, dodging, disarming and a  bunch of running around. You'll be in battles against upwards of 10  enemies at once and on some occasions, there'll be a huge fight going on  all around you with multiple factions fighting. The combat is improved  from the first game and it works very well. It's entertaining and you  can do a lot of different things.The parkour style free running and climbing is done very well.  Basically all Assassin's Creed 1 had was it's parkour free running and  this game improves on an already great system. You run around and climb  buildings like a freaking spider and it all looks great. Every now and  again you'll stop because there's nothing above you to grab onto, but  after a while you start to take notice of what's a good path to take and  what's not.The graphics are top shelf. If you see any screens or videos of this game, you can tell it looks very pretty.The different environments are actually pretty different and accurate to the real deal.  You go to multiple cities and they all look very different from each  other. I could tell you which one of the cities I'm in by just running  around a bit in the streets. Each city has a distinct flavor.All the little throw ins with historical figures was nicely done.  You'll meet plenty of historical figures and it's not all in your face.  Most of the time they're just in the background but it's cool that  they're there.Almost everything in the game has a moderately detailed description just in case you're interested.  From historical people to art works to buildings, there's an incredible  amount of information available to read. If you do actually read it, it  really gives the game a sense of history and makes it all the more  immersive to be running around in these locales. Collection in the game yields rewards.  Running around and picking up the various collectibles actually give  you something in game that's worth having. I'll just leave it at that.The Villa you own and upgrade is a nice touch. You can spend your money on upgrading areas in your Villa. It's not very deep but it's a fun side quest of sorts.The voice acting in the game is incredible.  Not only is it great in english, if you choose to you can have them  speak Italian w/subtitles. And even if it's in english, they have an  Italian accent. Great voice acting all around.The story was very good and kept things moving along. I really liked this game's story and powered through the main quest just to see how it ended.The ending was one hell of a mind fuck.  And what a freaking ending it was. Try to avoid any spoilers having to  do with the story of this game if you plan on playing it. Craaaaazy  ending.='sThe character model's faces were a bit off.  This is only noticeable because of the high quality in the rest of the  games visuals. Mainly, I'm kinda weirded out by the Veronica Mars  chick's face in the game but that's because she's a real person and I  think they tried to make the model her. Still, some weird faces in the  game but most are solid.Sometimes running from one end of the city to the other would take a bit too long.  These cities are HUUUGE and when you have to run from one end to the  other. . . it can take almost 10 minutes just to make a beeline to the  other side.The game can't help it but the loading in between cities. Yea, loading sucks. . . but it's typically only between cities so it's not that bad.-'sCan't think of anything overly negative. Everything is at least average with most of it being excellent. So  I came into this not expecting much even after having seen a couple  glowing reviews. This game pretty much does everything you wanted the  first game to do. It's no longer the same mission over and over again,  and you don't just sit around on benches waiting for people to talk  about stuff. The game is a great step forward and I'm actually looking  forward to the next one in the franchise. That's not a normal thing in  video games as far as I can think of. Maybe movies I'll want the next  one to come out so I can see it, but games tend to be contained to where  I don't think about what's next. . . maaaaybe Mass Effect wanting Mass  Effect 2 but right now, I just want Assassin's Creed 3.4.5/5Steve ]]>"
Assassin's Creed II,"<![CDATA[By - Richard J.Remember back to 2006 and 2007 when everyone was so excited for 'Assassin's Creed', set to be released for the Xbox360 and PS3? Gamers around the world were so excited for a game that was set to change the way we thought of sandbox games. The hype coursed through the internet, and it coursed thorough our veins in anticipation, but something happened. Eager gamers rushed through Assassin's Creed and were met by disappointment. The game looked great and played fairly well, but the terrible repetition killed the game for many.Fast forward to November 2010. The sequel, Assassin's Creed 2 is finally released. Many gamers, including my self, were cautiously optimistic of this game. Ubisoft told us again and again that they changed what made the first game terrible, and they were set to deliver what the original was supposed to be. Luckily, Ubisoft came through with that promise and released Assassin's Creed 2, which was always a contender for Game Of the Year contests on every gaming site and blog. They really did take what ruined the first game and improved on it, which I will explain here.Let's start with the gameplay. This part remained mostly the same from the original Assassin's Creed. You're an assassin who runs through crowded streets and scales large buildings, assassinating those who have wronged you. The main gameplay change in Assassin's Creed 2 is the ability to swim. This is a great addition to the game, especially towards the end. The swimming controls are easy to use and don't cause any major problems. Sometimes you won't swim exactly where you want to go, but that is a gripe you can also have with the running and jumping. The other addition is the ability to sail boats. This is a great addition to the game in the sense of how it mixes up the gameplay a bit, but the game doesn't really utilize it. There are only a handful of missions that use it and it's always just more convenient to run. You'll really have to force yourself to use the boat if you are interested in it.While that isn't a big change from the original, the variety of missions is. In the first Assassin's Creed, you're missions were basically to either pickpocket, follow to gain intelligence, kill a group of guards, or assassinate someone. Not to mention collecting flags. That got really boring and ruined the original for most people. In Assassin's Creed 2 however, the missions are much more varied. You'll do everything from caring boxes for someone to flying. The game does a much better job of keeping the player interested and engaged. I did however have some problems with the first missions. For most of the first section of memory, you're spent doing very boring and rudimentary tasks, such as caring boxes. If you're like me and were on the fence about Assassin's Creed 2, then this definitely doesn't help your purchasing decision. Luckily, if you stick with the game, you'll find the missions become much more interesting and rewarding.Another great addition to Assassin`s Creed 2 is the monetary system. Now you have the ability to purchase weapons and medicine with money which you can collect throughout the game world. This will have you ruthlessly stealing and looting. You`ll be stealing from peoples houses as if you were in a JRPG (Zing!).The story in Assassin's Creed 2 is much more interesting than that of the original. In Assassin's Creed 2, you play Ezio Auditore and you're goal is to assassinate those who are responsible for the death of your father and two brothers. This is the main idea of the story, but it branches out to much more. Desmond also has a bit of a story outside of the animus which is a welcome addition for this character that you don't know much about in the first game.The graphics in Assassin's Creed 2 are still top notch. The animations are smooth and the frame rate rarely drops, even with so many NPCs in a small area. The water glistens and the buildings shimmer. Assassin's Creed 2 is without a doubt one of the best looking games out there. The music that you will here in the background as you play also adds a lot to the game and is the icing on the cake that is this wonderful game.As for lasting appeal, this game doesn`t have much. Once you are completed all the missions, all you can do is run through the city as you are unable to replay missions. There is some DLC for the game that has been released, but it`s pretty poor and is not necessarily worth your time and money. Assassin`s Creed 2 is one of those rare sequels that is better than the original. Fans of sandbox and stealth games will love this game and those who don`t will still enjoy it. It`s one of the best of last year and a welcome addition to any gamers collection.PROS- More Mission Variety- Interesting Story- Addition of Monetary System- Amazing Graphics- Delightful Music and AudioCONS- Can Be Boring At First- Sometimes It`s Hard To Control Where You Want Ezio to Jump or Swim- Need to Buy DLC to Complete the Entire Story- Not Much Replay ValueRATING: 8.75/10]]>"
Assassin's Creed II,"<![CDATA[It's a strange time to have just finished Assasins Creed 2, a year after its release and with Brotherhood now on the shelves. It's taken me a year to complete after being sidetracked by other games but the 20 or so hours I have spent playing it have definately been enjoyable ones.   Assasins Creed 2 does do well in developing all aspects of the original, AC1 was often said to be very repetetive and AC2 does it's best to alleviate this by adding many more tasks to prevent the gameplay from being so much of a case of deja vu. The world of AC2 has sidequests, more to explore, more things to find, more puzzles, more story, more everything. However at times for the completionist such as myself you can get bogged down in the same repetition as the first and perhaps to an even greater degree as there is far more to do. For example climbing towers to see the world in AC1 was repetative, while there are a wider variety of tasks to do in AC2 there are a lot more towers to climb than before.   The game takes place directly on from the first one, with Desmond escaping the Templars and entering a different Animus to be a different assasin, Ezio. Ezio has a lot more life to him the Altair ever had, and has a big cast of interesting support characters to back him up in the games Renaissance Italy setting. The game takes place across many cities with good varaiation to the environments both in the city walls and outside, the game manages to create a wonderful level of immersion with it's good story and strong setting.   Ezio divides his time between many activities. The main plotline involves stealth missions, chase sequences, set battles, and using every skill and weapon in Ezio's every growing arsenal. At one point you even fly over Venice using a flying machine built by Leonardo Da Vinci whi plays a prominent role in the story. Along with the main plot there are many other activites, collecting chests, rebuilding Ezio's base city to be prosperous, finding the tombs of assasins of old in order to unlock powerful armour as well as piecing together a code hidden in the fabric of the animus.   The huge amount of activites are mostly a lot of fun with a few noticable exceptions. Stealth missions do not tend to work well and with optional assasination contracts often having sections where you can't be seen and doing so meaning an instant game over, frustration ensues. The stealth sections in the main plot are weak too purely because the mechanics do not work well and leave you wondering how a guard saw you or why the over sensetive controls led to you randomely climbing a wall and losing your target or falling in front of some watchful guards. The controls can be quite twitchy at times which causes the elaborate often time limited platforming sequences in the games assasin tombs to be frustrating too. Ezio will sometimes leap in the wrong direction unless you take sections you need to take speedily slowly, and you can find yourself falling which leads to death or having to attempt the platforming section many times.     Visually the game is stunning, the cities are huge and expansive and a joy to behold. The games musical score is also spot on, and makes the game feel like a blockbuster film. Voice acting wise things are spot on, the cast speak with great accents, sometimes in Italian to excencuate certain lines and this adds to the immersion brilliantly. Cutscenes can have some truly ""lol"" moments and everyone puts in a stirring performance.   Overall, AC2 is AC1 but more polished. A good thing. It still has it's flaws but you can forgive yourself to overlook some of it's frustrations and repetition to enjoy Ezio's beautiful world.   ]]>"
